"","CH2.1","CH2.2","CH2.3","CH3.1","CH3.2","CH3.3","CH4.1","CH4.2","CH4.3","CH5.1","CH5.2","CH5.3","CH6.1","CH6.2","CH6.3","CH7.1","CH7.2","CH7.3"
"OTU_1184",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1185",0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0
"OTU_1186",0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,3,0
"OTU_1187",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_1188",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"OTU_1189",0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0
"OTU_1190",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"OTU_119",0,0,0,0,0,61,0,0,90,0,0,90,0,0,409,0,0,703
"OTU_1191",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"OTU_1192",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"OTU_1193",0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0
"OTU_1194",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"OTU_1195",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1196",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_1197",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1198",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1199",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"OTU_1200",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1201",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OTU_1202",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"OTU_120",0,0,0,0,0,1177,0,0,13,3,0,20,0,0,0,0,3,0
"OTU_1203",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"OTU_1204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"OTU_1205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"OTU_1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"OTU_1207",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1208",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1209",4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2
"OTU_121",0,0,0,18,1,0,1078,0,5,98,10,16,0,20,0,31,9,0
"OTU_1210",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1211",0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OTU_1212",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1213",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12",93,1937,225,4018,1360,8,772,946,7,129,122,41,84,8676,491,97,0,59
"OTU_1214",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1215",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1216",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1217",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"OTU_1218",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0
"OTU_1219",0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0
"OTU_122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0
"OTU_1220",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"OTU_1221",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_1222",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"OTU_1223",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_1224",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"OTU_1225",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"OTU_1226",0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0
"OTU_1227",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_1228",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0
"OTU_1229",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"OTU_1230",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"OTU_123",0,0,0,0,0,0,907,0,0,0,0,0,355,0,0,0,0,0
"OTU_1231",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1232",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OTU_1233",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"OTU_1234",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_1235",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"OTU_1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"OTU_1237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"OTU_1238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"OTU_1239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"OTU_1240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"OTU_1241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"OTU_124",16,11,696,395,15,0,14,17,0,0,19,0,10,31,147,15,17,9
"OTU_1243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"OTU_1244",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1245",0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_1246",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1247",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1249",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"OTU_1250",0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0
"OTU_125",0,6,11,5,0,0,7,0,0,0,1309,0,0,8,12,0,0,8
"OTU_1251",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_1252",0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0
"OTU_1253",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"OTU_1254",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0
"OTU_1255",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"OTU_1256",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_1257",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_1258",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"OTU_1259",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_1260",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"OTU_126",0,282,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1261",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"OTU_1262",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"OTU_1263",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"OTU_1264",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"OTU_1265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"OTU_1267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"OTU_1268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"OTU_1269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"OTU_1270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"OTU_127",0,44,999,12,14,6,224,0,0,0,27,0,0,0,10,0,34,0
"OTU_1271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"OTU_1272",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1273",2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"OTU_1274",0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,7,0
"OTU_1275",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1276",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0
"OTU_1277",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1278",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"OTU_1279",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"OTU_1280",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"OTU_128",0,11,0,0,0,54,38,0,327,0,0,641,0,0,0,0,29,0
